Title,Type,genres,releaseYear,Imbid,imbdAverageRating,imbdNumVotes,availableCountries
True Cooking Master Boy,tv,Animation,2019,tt13049890,6.4,25,JP
Gleipnir,tv,"Action, Animation, Fantasy",2020,tt11988478,6.7,1934,JP
Traces,tv,"Crime, Mystery, Thriller",2019,tt9788012,7,7117,JP
Sakura Wars: The Animation,tv,"Action, Animation, Sci-Fi",2020,tt10954084,6.5,84,JP
Hillary,tv,"Biography, Documentary",2020,tt11558924,7,2704,US
SAKUGAN,tv,"Action, Adventure, Animation",2021,tt13580730,5.9,194,JP
"Bofuri: I Don't Want to Get Hurt, So I'll Max Out My Defense",tv,"Action, Adventure, Animation",2020,tt11428630,7.4,2617,"JP, US"
Life Lessons with Uramichi Oniisan,tv,"Animation, Comedy",2021,tt11192890,7.3,923,JP
SSSS.Dynazenon,tv,"Action, Adventure, Animation",2021,tt11443824,6.9,406,JP
Zendaman,tv,"Action, Adventure, Animation",1979,tt1392084,7.5,20,JP
,tv,Drama,2019,,,,JP
Kids Behind Bars: Life or Parole,tv,Documentary,2019,tt10132958,7.1,187,US
High Fidelity,tv,"Comedy, Drama, Romance",2020,tt8577458,7.7,16803,US
A3!,tv,"Animation, Music",2020,tt11094154,6.8,95,JP
Dragon Quest: The Adventure of Dai,tv,"Action, Adventure, Animation",2020,tt11858104,7.9,1332,"JP, US"
Healin' Good PreCure,tv,"Action, Adventure, Animation",2020,tt11708996,7.6,65,JP
Little Giants,tv,"Documentary, Reality-TV",2019,tt12058614,7.9,21,JP
Dave,tv,"Comedy, Music",2020,tt8531222,8.2,26376,US
"Love, Victor",tv,"Comedy, Drama, Romance",2020,tt10166602,8,22739,US
Endlings,tv,"Action, Adventure, Sci-Fi",2020,tt10267798,5.3,397,US
,tv,Drama,2018,,,,JP
To Your Eternity,tv,"Adventure, Animation, Drama",2021,tt12063450,8.3,10291,JP
Utopia Falls,tv,"Drama, Music, Sci-Fi",2020,tt10193046,5.3,2109,US
The Misfit of Demon King Academy,tv,"Adventure, Animation, Comedy",2020,tt12432936,7.1,5686,JP
Solar Opposites,tv,"Adventure, Animation, Comedy",2020,tt8910922,7.9,32431,US
,tv,Mystery,2020,,,,JP
Unsoul,tv,"Drama, Fantasy, Mystery",2020,tt10839738,7.2,511,JP
Dama y obrero,tv,Drama,2012,tt2205802,5.8,18,US
Kuma Kuma Kuma Bear,tv,"Action, Adventure, Animation",2020,tt12415504,6.8,661,"JP, US"
Sleepy Princess in the Demon Castle,tv,"Animation, Comedy, Fantasy",2020,tt12402550,7.5,816,JP
Digimon Adventure: 2020,tv,"Action, Adventure, Animation",2020,tt11645760,6.7,818,"JP, US"
Cruel Summer,tv,"Drama, Mystery, Thriller",2021,tt11083696,7.4,20665,US
,tv,"Animation, Comedy",2019,,,,JP
,tv,Documentary,2019,,,,US
Koikimo,tv,"Animation, Comedy, Romance",2021,tt13618148,7.1,1033,JP
1000-lb Sisters,tv,Reality-TV,2020,tt11617414,6.1,1385,US
Homicide City: Charlotte,tv,Reality-TV,2019,tt11629570,7.1,55,US
Listeners,tv,"Adventure, Animation, Music",2020,tt10487750,5.2,149,"JP, US"
Wasteful Days of High School Girls,tv,Comedy,2020,tt11356032,6.8,30,JP
Dueños del Paraíso,tv,"Action, Crime, Drama",2015,tt3975034,6.8,330,US
Nippon Noir,tv,Crime,2019,tt10756782,5.6,30,JP
In the Next Life I Will Be Serious,tv,"Comedy, Romance",2020,tt11348386,6.9,181,JP
Uzaki-chan Wants to Hang Out!,tv,"Animation, Comedy, Drama",2020,tt12464182,6.9,2455,JP
Dasada,tv,Drama,2020,tt12390104,,,JP
The Guy Is the Biggest Mistake of My Life,tv,Romance,2020,tt11348366,6.6,106,JP
Redo of Healer,tv,"Action, Adventure, Animation",2021,tt13370404,6.4,5676,JP
I've Been Killing Slimes for 300 Years and Maxed Out My Level,tv,"Action, Adventure, Animation",2021,tt13248062,6.4,1535,JP
Bottom-Tier Character Tomozaki,tv,"Animation, Comedy, Drama",2021,tt13103028,6.9,1576,JP
The Stories of Girls Who Couldn't Be Magicians,tv,"Animation, Drama, Fantasy",2024,tt32863895,6.3,26,JP
Mars Red,tv,"Action, Animation, Fantasy",2021,tt12415634,6.2,410,JP
Murder Comes Home,tv,Crime,2020,tt11707368,7.4,86,US
Wall of Chefs,tv,Reality-TV,2020,tt11357268,7,62,US
"So I'm a Spider, So What?",tv,"Adventure, Animation, Comedy",2021,tt12598008,7.2,2239,JP
The 8th Son? Are You Kidding Me?,tv,"Action, Adventure, Animation",2020,tt11886172,6.5,1571,JP
Your Attention Please,tv,Short,2020,tt15392040,6.8,41,US
Keiji to Kenji: Shokatsu to Chiken no 24ji,tv,Crime,2020,tt11409064,4.6,20,JP
Shiro demo Kuro demo Nai Sekai de Panda wa Warau,tv,Drama,2020,tt11976240,6.9,32,JP
,tv,Drama,2020,,,,JP
Big Sky,tv,"Crime, Drama, Mystery",2020,tt11794642,6.8,26290,US
,tv,,2019,,,,JP
Kemono Jihen,tv,"Action, Animation, Fantasy",2021,tt13186542,7.2,1960,JP
Twisted Love,tv,Documentary,2019,tt10196418,6.2,85,US
Otherside Picnic,tv,"Adventure, Animation, Crime",2021,tt13067534,6,469,JP
His: I Didn't Think I Would Fall in Love,tv,"Drama, Romance",2019,tt10360630,7.5,274,JP
,tv,Comedy,2017,,,,JP
The Most Dangerous Animal of All,tv,"Crime, Documentary",2020,tt4079926,6.3,1531,US
American Haunting,tv,Horror,2013,tt3088384,4.3,85,US
"Hey Sensei, Don't You Know?",tv,Romance,2019,tt12093584,6.6,180,JP
Tribe Cool Crew,tv,"Animation, Music, Sport",2014,tt4046842,7.7,12,JP
Moriarty the Patriot,tv,"Animation, Crime, Mystery",2020,tt12831098,8,4302,JP
Yu-Gi-Oh! Sevens,tv,"Action, Adventure, Animation",2020,tt12098786,4.1,198,US
Akudama Drive,tv,"Action, Animation, Crime",2020,tt12331342,7.3,2956,"JP, US"
Swamp People: Serpent Invasion,tv,"Action, Reality-TV",2020,tt12599252,6.5,202,US
National Geographic Specials,tv,"Documentary, History",1965,tt0057775,8.5,348,JP
86,tv,"Action, Animation, Drama",2021,tt13718450,8.2,9000,JP
Top Knife: Tensai Nougekai no Joken,tv,Drama,2020,tt11651602,6.2,33,JP
In Sickness and in Health,tv,"Drama, Romance",2020,tt11306148,6.5,16,JP
Trapped in the Box,tv,"Drama, Romance",2020,tt13743918,5.9,10,JP
Alone: The Beast,tv,Game-Show,2020,tt11654094,5.5,268,US
Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,tv,"Adventure, Animation, Fantasy",2021,tt12898990,6.4,1311,JP
Higurashi: When They Cry - GOU,tv,"Animation, Drama, Horror",2020,tt12367868,6.9,851,"JP, US"
Crime Beat,tv,"Crime, Documentary",2020,tt11857512,7.5,165,US
Salvage Kings,tv,Reality-TV,2019,tt11420972,7.8,134,US
Kiyo in Kyoto: From the Maiko House,tv,"Animation, Comedy",2021,tt13884016,7,81,JP
Torn from the Headlines: The New York Post Reports,tv,"Crime, Documentary",2020,tt11819198,7.4,75,US
,tv,Comedy,2020,,,,US
The Secret of Skinwalker Ranch,tv,"Horror, Mystery, Reality-TV",2020,tt10589968,6.5,4990,US
Gekijorei karano Syotaijo,tv,Horror,2015,tt11622182,6.6,12,JP
Ten Secrets,tv,Family,2020,tt11322788,6.4,17,JP
Homeroom,tv,"Mystery, Romance",2020,tt12700630,6.7,72,JP
,tv,Drama,2020,,,,JP
,tv,,2016,,,,JP
,tv,Drama,2017,,,,JP
The Midday Devil,tv,Mystery,2017,tt6367072,6.6,6,JP
You've Got Someone to Come Home To,tv,Drama,2018,tt8846890,6.2,7,JP
The Brave Express Might Gaine,tv,"Action, Animation, Sci-Fi",1993,tt0143006,7.3,17,JP
In My Skin,tv,"Comedy, Drama",2018,tt8594528,8.1,1662,US
Our Last Crusade or The Rise of a New World,tv,"Action, Animation, Fantasy",2020,tt12331304,6.4,1147,"JP, US"
,tv,"Drama, Crime",2020,,,,JP
By the Grace of the Gods,tv,"Adventure, Animation, Fantasy",2020,tt12642654,7,1545,"JP, US"
How a Realist Hero Rebuilt the Kingdom,tv,"Action, Animation, Comedy",2021,tt13399402,7.2,2496,"JP, US"
Mr Love: Queen's Choice,tv,"Action, Animation, Drama",2020,tt12164008,5.9,180,JP
Accused: Guilty or Innocent?,tv,Documentary,2020,tt12054084,8.1,632,US
Love Life,tv,"Comedy, Romance",2020,tt10380768,7.5,16993,JP
"It's Not That I Can't Get Married, I Just Don't Do It",tv,"Comedy, Romance",2016,tt5266012,6.7,87,JP
The Head,tv,"Drama, Horror, Mystery",2020,tt8290362,6.8,8467,JP
Dr K's Exotic Animal ER,tv,Reality-TV,2014,tt3986852,8.1,445,US
Little Baby Bum,tv,"Animation, Family, Music",2011,tt10051854,5.6,137,US
Critter Fixers: Country Vets,tv,Family,2020,tt11929804,8.7,384,US
D4DJ First Mix,tv,"Animation, Comedy, Music",2020,tt12768008,7.2,116,JP
,tv,Animation,1995,,,,JP
In the Cold Dark Night,tv,Documentary,2020,tt10039642,7.2,496,US
The Hidden Dungeon Only I Can Enter,tv,"Action, Adventure, Animation",2021,tt12728856,6.5,2460,JP
Backyard Builds,tv,Reality-TV,2017,tt8069682,8.1,135,US
Dragon Goes House Hunting,tv,"Action, Animation, Comedy",2021,tt12879646,6.2,211,JP
,tv,Drama,2015,,,,JP
Yashahime: Princess Half-Demon,tv,"Action, Adventure, Animation",2020,tt12287748,7,1311,"JP, US"
The Day I Became a God,tv,"Animation, Comedy, Drama",2020,tt12305588,6.6,794,US
Shingari: Yamaichi Shôken Saigo no Seisen,tv,Drama,2015,tt4854168,7.3,11,JP
,tv,"Action & Adventure, Drama, Animation",1974,,,,JP
Kaseifu no Mitazono,tv,"Comedy, Drama, Mystery",2016,tt5996990,7.2,46,JP
,tv,"Action & Adventure, Animation, Sci-Fi & Fantasy, Comedy",2019,,,,JP
World's End Harem,tv,"Animation, Drama, Romance",2021,tt13411814,5.8,1923,JP
,tv,Soap,2020,,,,JP
,tv,Drama,2020,,,,JP
Million Dollar House Hunters,tv,Reality-TV,2018,tt8870610,6.2,32,US
Love Live! Nijigasaki High School Idol Club,tv,"Animation, Comedy, Music",2020,tt12792684,7,224,JP
,tv,Drama,2020,,,,JP
Piple: AI to Kekkon Seikatsu Hajimemashita,tv,"Comedy, Romance, Sci-Fi",2020,tt12474116,7.2,16,JP
I'm Yamagishi. Got a problem?,tv,Comedy,2017,tt31629634,,,JP
Hitoya no toge,tv,Thriller,2017,tt6318074,7.7,8,JP
Pure,tv,Drama,1996,tt0298688,7,19,JP
Who Wants to Be a Millionaire,tv,"Documentary, Game-Show",2020,tt12057284,6.9,320,US
Drugstore in Another World: The Slow Life of a Cheat Pharmacist,tv,"Animation, Comedy, Fantasy",2021,tt12390384,5.7,270,JP
A Teacher,tv,Drama,2020,tt10680614,6.9,16111,US
She Professed Herself Pupil of the Wise Man,tv,"Adventure, Animation, Fantasy",2022,tt14960284,5.8,410,JP
,tv,"Drama, Crime",2020,,,,JP
We Hunt Together,tv,"Crime, Drama, Thriller",2020,tt10661302,7.1,3069,JP
Crossing Swords,tv,"Animation, Comedy, Fantasy",2020,tt8777690,6.7,1871,US
Taste the Nation with Padma Lakshmi,tv,"Adventure, Reality-TV",2020,tt12244950,8.1,744,US
,tv,Drama,2020,,,,JP
,tv,Drama,2020,,,,JP
,tv,"Reality, Documentary",2020,,,,US
Drag SOS,tv,Reality-TV,2019,tt10551074,8.5,189,US
,tv,Drama,2016,,,,JP
Shaman King,tv,"Action, Adventure, Animation",2021,tt12502782,6.9,2614,JP
,tv,Reality,2020,,,,US
Edens Zero,tv,"Action, Adventure, Animation",2021,tt13167196,7.1,2175,JP
Jûisan jiken desuyo,tv,Comedy,2014,tt3727848,,,JP
Angel Knives,tv,Mystery,2015,tt4437352,7.2,6,JP
Life: Love on the Line,tv,"Drama, Romance",2020,tt13519086,7.9,1184,JP
2.43 Seiin Koukou Danshi Volley Bu,tv,"Animation, Drama, Sport",2021,tt13286958,5.8,401,JP
Tokyo Revengers,tv,"Action, Animation, Drama",2021,tt13196080,7.8,26966,"JP, US"
Heaven's Design Team,tv,"Animation, Comedy, Fantasy",2021,tt12745218,6.8,258,JP
Ninja Collection,tv,"Animation, Fantasy, Horror",2020,tt12706364,4.6,59,JP
,tv,"Animation, Mystery, Comedy, Kids",2020,,,,JP
Rail Romanesque,tv,"Animation, Sci-Fi",2020,tt12584900,5.5,64,JP
Hakushon Daimaou 2020,tv,Animation,2020,tt12390492,7,8,JP
The World Ends with You: The Animation,tv,"Action, Animation, Fantasy",2021,tt12643520,5.7,246,"JP, US"
Where's Waldo?,tv,"Adventure, Animation, Comedy",2019,tt10242176,7.9,122,US
Cleopatra in Space,tv,"Action, Adventure, Animation",2019,tt11343400,6.9,280,US
A Day-Off of Kasumi Arimura,tv,"Adventure, Family",2020,tt12547088,7.2,108,JP
The Devil's Attorney,tv,,2019,tt13045128,,,JP
My Senpai Is Annoying,tv,"Animation, Comedy, Romance",2021,tt15192340,7.3,1334,JP
America: Our Defining Hours,tv,History,2020,tt13227634,6.8,36,US
,tv,Reality,2020,,,,US
Shakunetsu Kabaddi,tv,"Action, Animation, Comedy",2021,tt13221420,7,570,JP
,tv,"Drama, Comedy",2020,,,,JP
The New York Times Presents,tv,"Biography, Crime, Documentary",2020,tt12673630,6.8,631,US
Candy,tv,"Biography, Crime, Drama",2022,tt13729648,7.2,25275,US
Woke,tv,Comedy,2020,tt9223870,6.7,3746,US
THE IDOLM@STER Million Live!,tv,"Animation, Music, Musical",2023,tt12648404,7.6,26,JP
Tototsu ni Egypt Kami,tv,"Comedy, Fantasy",2020,tt12912752,6.2,39,JP
Cursed in Love,tv,"Drama, Mystery, Romance",2020,tt12221504,7.2,392,JP
SurrealEstate,tv,"Drama, Fantasy, Mystery",2021,tt11952974,7.1,4963,US
Law & Order: Organized Crime,tv,"Action, Crime, Drama",2021,tt12677870,7.7,10796,JP
,tv,,2020,,,,JP
,tv,Drama,2020,,,,JP
All Saints Street,tv,"Animation, Comedy, Fantasy",2020,tt12809744,7.5,176,JP
My Dangerous Wife,tv,"Crime, Mystery, Thriller",2020,tt13067258,7.7,126,JP
,tv,Drama,2020,,,,JP
Fena: Pirate Princess,tv,"Action, Adventure, Animation",2021,tt12779780,7,1005,JP
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",tv,"Animation, Comedy, Drama",2021,tt13198632,7.4,3910,JP
MIU404,tv,"Crime, Drama, Mystery",2020,tt13068006,7.2,823,JP
Founding Fathers,tv,"Documentary, History",2000,tt0268808,7.5,149,US
Let's Make a Mug Too,tv,"Animation, Comedy",2021,tt12798548,6.6,95,JP
The Founder of Diabolism Q,tv,"Animation, Comedy, Fantasy",2020,tt29433907,7.9,26,JP
Daddy Is My Classmate,tv,Comedy,2020,tt12892366,6.8,147,JP
Those Snow White Notes,tv,"Animation, Drama, Music",2021,tt12814598,7.4,486,JP
The Way of the Househusband,tv,"Comedy, Crime, Drama",2020,tt13097730,7,359,JP
Reset,tv,Short,2006,tt0827753,6.7,7,JP
Shitsuren hoken: Kokuraseya,tv,Drama,2011,tt1854903,,,JP
Secrets of the Whales,tv,"Adventure, Documentary",2021,tt12824750,8.4,1030,US
Peach Boy Riverside,tv,"Action, Animation, Fantasy",2021,tt13022022,6.2,531,JP
Monsterland,tv,"Drama, Fantasy, Horror",2020,tt10404698,5.7,3338,US
Animaniacs,tv,"Adventure, Animation, Comedy",2020,tt6951546,7.7,4095,US
Eater's Guide to the World,tv,Documentary,2020,tt10276462,6.7,109,US
Dragon Raja -The Blazing Dawn-,tv,"Action, Adventure, Animation",2022,tt27442011,7.2,211,JP
,tv,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",2020,,,,JP
,tv,"Drama, Comedy",2020,,,,JP
,tv,Drama,2019,,,,JP
Future-Worm!,tv,"Animation, Comedy, Family",2016,tt4715134,5.3,298,US
,tv,Drama,2020,,,,JP
,tv,"Crime, Mystery",2018,,,,JP
,tv,Drama,2014,,,,JP
First Day,tv,Drama,2020,tt10614090,6.9,301,US
Life Below Zero: Next Generation,tv,Reality-TV,2020,tt13049144,5.6,333,US
,tv,Drama,2017,,,,JP
,tv,Reality,2019,,,,US
,tv,Drama,2017,,,,JP
,tv,Drama,2020,,,,JP
,tv,"Drama, Comedy",2019,,,,JP
Tantei ga hayasugiru,tv,Crime,2018,tt9036132,5.8,15,JP
Garo: Makai no Hana,tv,"Action, Drama, Fantasy",2014,tt11656584,8.6,19,JP
,tv,"Crime, Drama",2020,,,,JP
Kono koi atatamemasuka,tv,"Drama, Romance",2020,tt13340300,6.8,54,JP
,tv,,2006,,,,JP
Lunch at a Famous Building,tv,Drama,2020,tt15572986,6.5,11,JP
Dr. Ramune -Mysterious Disease Specialist-,tv,"Animation, Drama, Fantasy",2021,tt13308820,6.6,222,JP
Scar on the Praeter,tv,"Action, Animation, Sci-Fi",2021,tt13041916,6,65,JP
,tv,"Drama, Comedy",2019,,,,JP
Sora o miageru shôjo no hitomi ni utsuru sekai,tv,"Action, Animation, Fantasy",2009,tt1356888,6,33,JP
Madagascar: A Little Wild,tv,"Adventure, Animation, Comedy",2020,tt11714912,6,294,US
,tv,,2020,,,,JP
Azur Lane: Slow Ahead!,tv,"Animation, Comedy, Romance",2021,tt13084120,7,95,JP
,tv,"Crime, Action & Adventure",2015,,,,JP
Requiem of the Rose King,tv,"Animation, Drama, History",2022,tt14979604,4.7,312,JP
Stars in the Deep,tv,Mystery,2015,tt4776076,4.8,14,JP
Horimiya,tv,"Animation, Comedy, Drama",2021,tt13103134,8,16726,"JP, US"
Dr. Pimple Popper: Before the Pop,tv,Reality-TV,2020,tt13137114,5.1,38,US
,tv,Drama,2015,,,,JP
Real-Fake,tv,Drama,2019,tt11767964,,,JP
,tv,,2014,,,,JP
I Can See Your Voice,tv,"Game-Show, Music",2020,tt11710130,5.8,588,US
,tv,"Crime, Comedy",2012,,,,JP
,tv,Drama,2020,,,,JP
,tv,Drama,2020,,,,JP
,tv,"Crime, Drama",2015,,,,JP
Show by Rock!! Stars!!,tv,"Animation, Comedy, Fantasy",2021,tt23866094,6.2,13,JP
Marry Me!,tv,Drama,2020,tt13958982,7.1,71,JP
Dicktown,tv,"Animation, Comedy, Mystery",2020,tt12956576,6.8,816,US
Dopesick,tv,Drama,2021,tt9174558,8.6,82299,US
,tv,Drama,2020,,,,JP
The Road to Murder,tv,"Comedy, Crime",2020,tt12819662,7.3,43,JP
Bungo Stray Dogs Wan!,tv,"Animation, Comedy, Fantasy",2021,tt13192574,7.6,637,JP
,tv,Drama,2016,,,,JP
Burn the Witch,tv,"Action, Animation, Fantasy",2020,tt12011442,6.7,1397,JP
,tv,Drama,2020,,,,JP
,tv,Drama,2015,,,,JP
,tv,Drama,2020,,,,JP
,tv,,2009,,,,JP
Kikenna Venus,tv,"Drama, Mystery",2020,tt13642014,6.7,65,JP
Wonder Egg Priority,tv,"Action, Animation, Drama",2021,tt13248076,7.3,4361,JP
Katakoi gurume nikki,tv,Drama,2020,tt20454166,5.7,8,JP
Women of the Movement,tv,"Biography, Drama, History",2022,tt10774460,7.6,1764,US
M.O.D.O.K.,tv,"Action, Animation, Comedy",2021,tt9811118,6.4,6277,US
,tv,"Crime, Drama",2020,,,,JP
,tv,Drama,2020,,,,JP
The Con,tv,"Crime, Documentary",2020,tt13284802,7.2,290,US
,tv,Comedy,2020,,,,JP
Tsukimichi: Moonlit Fantasy,tv,"Action, Adventure, Animation",2021,tt13311344,7.6,3592,JP
6 from High & Low: The Worst,tv,"Action, Comedy, Drama",2020,tt20870620,8.3,57,JP
The Mighty Ones,tv,"Animation, Comedy, Family",2020,tt11714946,6.6,168,US
Our Sister's Soulmate,tv,"Drama, Family, Romance",2020,tt13038900,7.3,145,JP
,tv,Drama,2020,,,,JP
Kageki Shojo!!,tv,"Animation, Comedy, Drama",2021,tt13351056,7.4,228,JP
The Sister,tv,"Drama, Mystery, Thriller",2020,tt10642480,5.9,3239,US
Kyoufu Shinbun,tv,Horror,2020,tt13422590,6.9,30,JP
,tv,Drama,1997,,,,JP
Bite Size Halloween,tv,Horror,2020,tt21335916,6.1,262,US
,tv,"Documentary, Drama",2020,,,,JP
Heaven Official's Blessing,tv,"Action, Adventure, Animation",2020,tt13375866,8.2,3075,JP
In House Marriage Honey,tv,"Comedy, Romance",2020,tt13834838,7.2,471,JP
Cue!,tv,"Animation, Music",2022,tt13398930,7.5,74,JP
Yoru ga dorehodo kurakutemo,tv,"Drama, Mystery",2020,tt13511190,5.9,16,JP
Cute Executive Officer,tv,"Animation, Comedy",2021,tt13567394,6.5,18,JP
Bakuten!,tv,"Animation, Comedy, Drama",2021,tt13412606,7.2,316,JP
The Vampire Dies in No Time,tv,"Animation, Comedy, Fantasy",2021,tt12279682,6.7,373,JP
HPI Haut Potentiel Intellectuel,tv,"Comedy, Crime, Mystery",2021,tt14060708,7.5,2130,US
,tv,"Action & Adventure, Sci-Fi & Fantasy",2018,,,,JP
The First 48,tv,Crime,2020,tt13423730,8.2,159,US
Rehearsals,tv,"Comedy, Romance",2020,tt13464060,8.7,672,US
The Hardy Boys,tv,"Adventure, Drama, Family",2020,tt11252090,7,3677,US
,tv,"Animation, Action & Adventure, Sci-Fi & Fantasy",2004,,,,JP
,tv,"Animation, Comedy, Mystery, Sci-Fi & Fantasy",2014,,,,JP
Super Radical Gag Family,tv,"Action, Animation, Comedy",1998,tt4863962,,,JP
History's Greatest Mysteries,tv,"Documentary, History, Mystery",2020,tt11947238,6.9,827,US
,tv,"Drama, Mystery",2020,,,,JP
"Girlfriend, Girlfriend",tv,"Animation, Comedy, Romance",2021,tt13463778,6.6,1548,JP
Hand Of God,tv,Drama,2019,tt10102632,,,JP
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",tv,"Adventure, Animation, Comedy",2021,tt13483212,6.7,1842,JP
,tv,Drama,2020,,,,JP
Two Pink Doors,tv,Comedy,2019,tt11621018,6.2,106,US
Beyond Oak Island,tv,"Documentary, Reality-TV",2020,tt13354560,6.2,323,US
TrollsTopia,tv,"Adventure, Animation, Comedy",2020,tt11714932,5.8,254,US
Hareluya II BØY,tv,"Action, Animation, Comedy",1997,tt3982472,6.5,14,JP
Remake Our Life!,tv,"Animation, Comedy, Drama",2021,tt13528102,7,1231,JP
Trafficked with Mariana Van Zeller,tv,Documentary,2020,tt10370750,8.4,1410,US
Date My Daughter!,tv,"Comedy, Romance",2021,tt13832788,6.4,81,JP
,tv,Drama,2021,,,,JP
Pension Metsa,tv,Drama,2021,tt13853024,7.6,73,JP
Tokkai - furyô saiken tokubetsu kaishû bu -,tv,Drama,2021,tt13872286,7.8,10,JP
,tv,Drama,2021,,,,JP
Scandal,tv,Drama,2008,tt1346141,8,12,JP
Puraore! Pride of Orange,tv,"Animation, Sport",2021,tt13628864,6,49,JP
,tv,,2003,,,,JP
The Night Beyond the Tricornered Window,tv,"Animation, Fantasy, Mystery",2021,tt13870312,6.2,183,JP
Chainsaw Man,tv,"Action, Adventure, Animation",2022,tt13616990,8.4,64399,"JP, US"
Home Economics,tv,Comedy,2021,tt9214684,6.9,6405,US
Yoru no sensei,tv,Comedy,2014,tt3379530,7.7,10,JP
Harem in the Labyrinth of Another World,tv,"Action, Adventure, Animation",2022,tt13628870,6.4,1780,JP
Star Wars: Visions,tv,"Action, Adventure, Animation",2021,tt13622982,7,24891,US
Name That Tune,tv,"Game-Show, Music",2021,tt13491734,5.4,697,US
Killer Cases,tv,Crime,2020,tt14055798,7.3,312,US
Celebrity Wheel of Fortune,tv,"Family, Game-Show",2021,tt13438882,7.2,264,US
Platinum End,tv,"Action, Animation, Drama",2021,tt13676300,6.1,2091,"JP, US"
Love You as the World Ends,tv,"Action, Horror, Mystery",2021,tt14300330,6.3,197,JP
Pam & Tommy,tv,"Biography, Comedy, Drama",2022,tt13659418,7.3,41008,US
Taisho Otome Fairy Tale,tv,"Animation, Comedy, Drama",2021,tt13677314,7.6,665,JP
,tv,"Drama, Comedy",2020,,,,JP
The Saint's Magic Power Is Omnipotent,tv,"Animation, Fantasy, Romance",2021,tt13049906,7,1340,JP
Where Did My Skirt Go?,tv,Drama,2019,tt10005384,7.7,47,JP
Shikimori's Not Just a Cutie,tv,"Animation, Comedy, Drama",2022,tt15529074,6.6,3144,JP
1989: The Year That Made Us,tv,"Documentary, History",2019,tt8756950,6.9,69,US
All You Can Eat,tv,Documentary,2013,tt2994712,6,32,US
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,tv,"Action, Animation, Fantasy",2021,tt13807542,5.9,54,JP
,tv,Drama,2021,,,,JP
Hikinukiya~Headhunter no Ryugi~,tv,Horror,2019,tt11353720,5.7,7,JP
"Captivated, by You",tv,"Comedy, Drama",2021,tt13859678,6.8,48,JP
School Wars,tv,Drama,1984,tt0211861,8.8,10,JP
The Aquatope on White Sand,tv,"Animation, Drama",2021,tt13851952,7.3,381,JP
Odd Taxi,tv,"Animation, Comedy, Crime",2021,tt14134550,8.4,6245,JP
,tv,"Action & Adventure, Animation, Sci-Fi & Fantasy, Comedy",1996,,,,JP
Heaven and Hell: Soul Exchange,tv,Crime,2021,tt14316440,6.8,735,JP
Sacrificial Princess & the King of Beasts,tv,"Animation, Drama, Fantasy",2023,tt21929436,7.1,409,JP
Pui Pui Molcar,tv,"Animation, Comedy, Family",2021,tt14202738,8,590,JP
Shi no zôki,tv,Mystery,2015,tt4697060,,,JP
Red Eyes,tv,"Crime, Mystery, Drama",2021,tt15256028,6.7,21,JP
Hip Hop Uncovered,tv,"Documentary, Music",2021,tt10773770,7.4,343,US
IDOLiSH7 Vibrato,tv,"Music, Short",2018,tt9001710,8,40,JP
Celebrity Best Home Cook,tv,Reality-TV,2021,tt13886242,8.4,88,US
Curious George,tv,"Animation, Family",1980,tt0277477,6.9,150,US
The Search for Frida,tv,"Drama, Thriller",2021,tt13923128,7.1,100,US
